player,Var.25,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Scott Piercy,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,-1.42,0.23,0.62,0.59,1.44,0.02
Seamus Power,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T19,-0.11,0.39,1.66,-0.45,1.61,1.5
Sam Ryder,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T54,0.55,0.82,-0.63,-0.49,-0.3,0.25
Scottie Scheffler,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T47,-0.05,0.26,-0.06,0.34,0.55,0.5
Scott Stallings,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,-1.52,0.79,0.64,0.11,1.53,0.02
Sepp Straka,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T10,0.58,-0.09,1.34,0.16,1.42,2
Tyler Duncan,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T54,-0.59,0.06,0.31,0.47,0.84,0.25
Tony Finau,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,-1.41,0.93,-0.79,-0.71,-0.57,-1.98
Talor Gooch,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T36,0.31,0.81,0.7,-1.07,0.43,0.75
Tom Hoge,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T66,-0.43,-0.19,0.41,-0.05,0.17,-0.25
Tom Lewis,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T47,0.41,0.1,-0.93,0.91,0.09,0.5
Tyler McCumber,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,-0.43,-1.3,0.03,1.21,-0.05,-0.48
Troy Merritt,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T36,0.74,0.4,-0.04,-0.35,0.01,0.75
Vaughn Taylor,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,-1.49,0.25,1.83,-0.57,1.51,0.02
Vincent Whaley,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,0.29,0.57,-0.89,0.05,-0.27,0.02
Wyndham Clark,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,CUT,-0.02,-0.45,-3.54,-0.46,-4.46,-4.48
Will Gordon,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,79,-0.61,-0.18,-0.15,-1.57,-1.89,-2.5
William McGirt,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T70,0.32,0.17,-0.75,-0.25,-0.83,-0.5
Zach Johnson,19,Travelers Championship,"TPC River Highlands - Cromwell, CT",27/06/2021,7.4,2021,0,T25,-0.38,0.3,1.12,0.21,1.63,1.25
Abraham Ancer,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.08,-1.51,3.07,-1.71,-0.16,-1.24
Akshay Bhatia,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T57,-0.53,0.59,-0.3,0.01,0.3,-0.22
Adam Hadwin,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T40,2.07,0,-0.7,-0.59,-1.29,0.78
Alvaro Ortiz,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.01,-1.09,-2.36,-1.3,-4.75,-4.74
Adam Scott,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T35,1.08,0.29,-0.47,0.12,-0.05,1.03
Bryson DeChambeau,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,26,1.33,-2,1.3,0.9,0.2,1.53
Branden Grace,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T7,-0.66,1.21,1.6,0.37,3.18,2.53
Brian Harman,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,0.16,0.95,0.72,-0.05,1.61,1.78
Bo Hoag,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.04,0.38,-1.94,-0.63,-2.19,-4.23
Billy Horschel,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.27,-0.69,1.38,0.83,1.53,-0.74
Brad Kennedy,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.15,-0.58,0.53,-1.03,-1.09,-2.24
Brooks Koepka,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T4,0.72,0.04,1.16,0.86,2.06,2.78
Brendan Steele,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.98,-0.42,-0.3,0.01,-0.72,0.26
Brian Stuard,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.02,1.08,0.09,-0.89,0.29,-1.73
Brendon Todd,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0,0.53,-0.43,-0.84,-0.73,-0.73
Bubba Watson,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T50,-0.07,0.19,-0.36,0.52,0.35,0.28
Bernd Wiesberger,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.55,-0.1,2.26,-0.35,1.81,0.26
Chris Baker,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T26,1.63,-0.25,0.65,-0.51,-0.1,1.53
Christiaan Bezuidenhout,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T31,0.37,0.34,0.98,-0.41,0.91,1.28
CameronÊYoung,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Cameron Champ,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.16,-2.24,-0.4,1.05,-1.57,-1.73
ColeÊHammer,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Corey Conners,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.14,1.63,-0.6,0.88,1.91,-0.24
Charley Hoffman,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T57,0.07,-0.06,-0.54,0.31,-0.29,-0.22
Chan Kim,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.65,-0.71,0.39,0.24,-0.08,-2.73
Collin Morikawa,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T4,-0.1,0.19,1.46,1.23,2.88,2.78
Carlos Ortiz,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.26,-0.79,0.24,0.58,0.03,-0.24
Chez Reavie,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T40,-1.02,0.43,1.26,0.11,1.8,0.78
Charl Schwartzel,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,0.33,1.33,0.08,0.04,1.44,1.78
Cameron Smith,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,1.75,-2.91,1.33,0.09,-1.49,0.26
Daniel Berger,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T7,0.52,0.23,1.46,0.33,2.01,2.53
DylanÊMeyer,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
DylanÊWu,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Dylan Frittelli,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T46,1.35,-0.38,-0.85,0.41,-0.83,0.53
Dustin Johnson,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,0.93,-0.18,0.61,0.41,0.85,1.78
EricÊCole,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Erik van Rooyen,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,1.33,-0.48,0.2,-0.78,-1.06,0.27
Fabian Gomez,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T70,-0.75,0.42,-0.89,-1.25,-1.73,-2.47
Francesco Molinari,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T13,0.94,0.89,0.59,-0.14,1.33,2.28
GreysonÊSigg,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Garrick Higgo,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.72,-0.64,0.12,1,0.48,-0.24
Guido Migliozzi,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T4,-0.05,1.24,1.17,0.42,2.83,2.78
Gary Woodland,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T50,-0.37,-0.34,-0.17,1.15,0.65,0.28
Harris English,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,3,1.01,0.96,0.99,0.07,2.02,3.03
HaydenÊBuckley,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Hideki Matsuyama,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T26,0.18,0.22,1.24,-0.11,1.35,1.53
Hayden Springer,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.61,-0.18,-0.89,-0.78,-1.85,-1.23
Henrik Stenson,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.16,0.1,0.08,-1.27,-1.08,-2.24
Ian Poulter,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T40,1.29,-0.22,-0.42,0.13,-0.51,0.78
John Huh,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-3.58,-0.31,-0.68,-0.17,-1.16,-4.74
Jason Kokrak,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.89,-1.63,-1.04,0.04,-2.62,-1.74
Joe Long,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.72,1.36,-1.18,-0.21,-0.02,-2.74
Joaquin Niemann,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T31,-0.22,-0.24,0.82,0.92,1.5,1.28
J.T. Poston,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T40,1.11,0.2,-0.28,-0.26,-0.34,0.78
Jon Rahm,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,1,0.91,0.57,1.25,1.06,2.87,3.78
Justin Rose,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.47,-0.97,-1.14,-0.16,-2.27,-3.74
J.J. Spaun,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.07,-1.23,-1.15,0.21,-2.17,-2.23
Jordan Spieth,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,0.3,0.07,1.3,0.09,1.47,1.78
Justin Suh,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.7,0.14,-0.2,-0.48,-0.54,-2.24
Justin Thomas,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,1.26,0.7,0.03,-0.21,0.52,1.78
Jhonattan Vegas,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T57,-1.47,-0.02,0.75,0.52,1.25,-0.22
Jimmy Walker,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T70,0.26,-1.04,-1.11,-0.57,-2.73,-2.47
Kevin Kisner,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T55,0.84,0.2,-0.65,-0.37,-0.81,0.03
Kyoung-Hoon Lee,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.89,-0.72,-1.55,0.41,-1.85,-3.74
Kevin Na,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.23,0.67,-0.16,-1.98,-1.47,-1.23
Kevin Streelman,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T15,0.7,0.85,0.76,-0.29,1.32,2.03
Kyle Westmoreland,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T68,-0.11,-1.36,0.47,-0.23,-1.12,-1.22
Lanto Griffin,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T35,-0.02,-0.05,1.11,-0.01,1.05,1.03
Louis Oosthuizen,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,2,1.86,0.61,0.72,0.33,1.67,3.53
Lee Westwood,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T46,0.5,-0.18,-0.23,0.44,0.02,0.53
Matthew Fitzpatrick,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T55,-0.81,-0.11,0.31,0.64,0.84,0.03
Max Homa,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.23,-0.54,0.25,0.78,0.49,-0.74
Mackenzie Hughes,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T15,0.92,0.49,0.94,-0.32,1.11,2.03
Matt Jones,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T65,-0.59,1.37,-1.33,-0.43,-0.39,-0.97
Martin Kaymer,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T26,0.69,-0.09,1.85,-0.93,0.84,1.53
Matt Kuchar,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.87,2.12,-0.61,-0.88,0.64,-0.23
Martin Laird,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.56,-0.56,-0.13,1,0.32,-1.24
Marc Leishman,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,64,0.1,-0.47,0.12,-0.48,-0.83,-0.72
MatthiasÊSchmid,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Matt Wallace,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.81,1.27,-0.88,0.18,0.57,-0.24
Matthew Wolff,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T15,1.23,-0.86,0.53,1.12,0.79,2.03
Ollie Osborne,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.11,-0.63,0.48,1.04,0.88,-0.23
Patrick Cantlay,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T15,0.91,0.84,-0.19,0.47,1.12,2.03
Paul Casey,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T7,0.04,0.81,1.14,0.54,2.49,2.53
Peter Malnati,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.32,-0.14,-0.48,0.2,-0.41,-1.74
Phil Mickelson,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T62,-1.15,0.27,0.19,0.21,0.68,-0.47
PaulÊBarjon,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Patrick Reed,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,0.58,0.9,0.27,0.01,1.19,1.78
Patrick Rodgers,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T31,1.63,-0.77,-0.34,0.76,-0.35,1.28
Rafa Cabrera Bello,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T50,0.47,0.28,-0.4,-0.07,-0.19,0.28
Russell Henley,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T13,0.65,0.34,1.6,-0.32,1.63,2.28
Rikuya Hoshino,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T26,0.25,-0.36,1.95,-0.31,1.27,1.53
Ryo Ishikawa,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.71,-0.92,-0.92,-0.2,-2.03,-2.73
Robert MacIntyre,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T35,-0.32,0.48,0.64,0.23,1.34,1.03
Rory McIlroy,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T7,-0.58,1.07,1.11,0.93,3.11,2.53
Ryan Palmer,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-3.42,1,1.23,-0.05,2.18,-1.24
Robby Shelton,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.24,-0.03,0.26,-0.22,0.01,-1.23
Sam Burns,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.85,0.25,-0.81,-0.03,-0.58,0.27
Stewart Cink,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T57,-0.07,-0.07,0.05,-0.13,-0.15,-0.22
Sergio Garcia,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T19,0.57,-0.4,1.31,0.29,1.2,1.78
Sungjae Im,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T35,0.4,0.31,0.3,0.01,0.62,1.03
Sung Kang,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-2.87,-0.13,0.23,0.01,0.13,-2.74
Si Woo Kim,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T40,-0.64,-0.07,0.62,0.86,1.42,0.78
Shane Lowry,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T65,-1.28,0.05,1.04,-0.79,0.31,-0.97
Sebastian Munoz,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.48,0.77,1.49,-1.02,1.24,-0.24
Spencer Ralston,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.83,0.33,-1.17,-0.23,-1.07,-0.24
Sam Ryder,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,1.34,0.45,-1.02,-0.51,-1.07,0.27
Scottie Scheffler,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T7,2.12,-0.25,0.63,0.03,0.41,2.53
Sahith Theegala,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,1.29,-0.9,-0.3,-0.82,-2.02,-0.73
Thomas Detry,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,1.24,-0.29,0.08,-0.77,-0.98,0.26
Tony Finau,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,1.39,-0.82,-0.61,-1.21,-2.63,-1.23
Tommy Fleetwood,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T50,0.96,-0.49,0.06,-0.26,-0.68,0.28
Tyrrell Hatton,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.21,1.85,-1.08,0.2,0.98,-0.23
Tom Hoge,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T46,-0.01,0,0.37,0.17,0.54,0.53
Troy Merritt,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T65,0.08,0.02,-0.31,-0.76,-1.05,-0.97
Tyler Strafaci,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.33,-0.59,-2.86,-1.11,-4.56,-4.24
TaylorÊPendrith,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Viktor Hovland,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,WD,-0.38,-0.38,-0.38,-0.38,-1.14,-1.53
Victor Perez,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.21,0.07,-1.17,1.06,-0.03,-1.24
Wyndham Clark,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,0.97,-1.27,-0.02,0.57,-0.71,0.27
Webb Simpson,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.27,0.03,0.11,-1.11,-0.97,-2.23
WadeÊOrmsby,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
WilcoÊNienaber,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,NA,NA,NA,NA,NA,NA,NA
Will Zalatoris,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-1.54,-0.9,1.02,0.69,0.8,-0.74
Xander Schauffele,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,T7,-0.38,0.4,0.98,1.53,2.9,2.53
Yosuke Asaji,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.1,0.58,-1.75,-0.48,-1.64,-1.73
Zach Johnson,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.35,0.46,0,-0.34,0.12,-0.23
Zack Sucher,20,U.S. Open,"Torrey Pines South - La Jolla, CA",20/06/2021,12.5,2021,0,CUT,-0.36,0.53,-0.01,-0.9,-0.38,-0.73
Arjun Atwal,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,WD,1.1,-1.24,-0.31,0.3,-1.25,-0.14
Aaron Baddeley,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T44,1.08,0.75,0.36,-1.36,-0.25,0.83
Austin Cook,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T31,0.41,0.26,0.21,0.45,0.92,1.33
Anirban Lahiri,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T25,-0.05,1.49,-0.65,0.79,1.63,1.58
Alexander Noren,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,0.54,0.34,-0.95,0.51,-0.1,0.44
Andrew Putnam,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,67,-0.28,-0.1,-0.29,-0.75,-1.14,-1.42
Andres Romero,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,-0.71,-0.09,-1.52,0.77,-0.85,-1.56
Adam Schenk,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,68,-0.02,-1,-0.95,0.31,-1.65,-1.67
Byeong Hun An,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T52,-0.52,-0.22,0.21,0.86,0.84,0.33
BrysonÊNimmer,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,NA,NA,NA,NA,NA,NA,NA
Bronson Burgoon,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,-1.21,-0.95,-0.1,-0.3,-1.35,-2.56
Brendon De Jonge,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,0.96,-0.08,-0.44,-1.99,-2.52,-1.56
Brice Garnett,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,-1.4,-0.57,1.57,0.34,1.34,-0.06
Brian Gay,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,0.68,-0.81,-1.04,0.61,-1.24,-0.56
Bill Haas,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T25,-0.3,0.38,1.35,0.14,1.87,1.58
Bo Hoag,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,WD,-5.05,0.09,0.92,0.9,1.91,-3.14
Beau Hossler,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T19,-0.27,-0.01,1.41,0.7,2.1,1.83
Brooks Koepka,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,-1.42,-0.83,0.95,1.24,1.37,-0.06
Ben Martin,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,CUT,-0.44,-1.17,-0.11,-0.34,-1.61,-2.06
Brandt Snedeker,21,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC",13/06/2021,7.3,2021,0,T60,-0.69,0.31,0.88,-0.92,0.27,-0.42
